0	0	1291	388.465200975
0	1	810	300.950407012
0	2	799	300.056882629
0	3	1710	277.779308989
0	4	1544	270.24574267
0	5	1722	245.421220119
0	6	1694	243.863462846
0	7	1265	237.678753811
0	8	1713	233.938437504
0	9	1311	213.60879655
0	10	1391	208.410570959
0	11	1309	207.361642176
0	12	1266	203.902474887
0	13	819	199.948783841
0	14	1526	199.362417004
0	15	1720	197.597015894
0	16	1287	192.742064304
0	17	1542	192.254085965
0	18	1566	179.049632531
0	19	1507	177.733339792
0	20	1315	176.705647869
0	21	1218	174.254374325
0	22	1577	172.61323344
0	23	1348	170.156756157
0	24	1408	167.646311011
0	25	1271	163.028582415
0	26	1347	161.663981593
0	27	1784	159.225522314
0	28	1272	157.164613379
0	29	1282	150.721732494
0	30	1451	148.361331895
0	31	1204	147.589276501
0	32	1269	144.66396573
0	33	1313	143.148843608
0	34	1514	141.680599092
0	35	1351	140.096563523
0	36	1434	140.000015993
0	37	1237	130.121405169
0	38	1232	128.233350157
0	39	1346	125.490263343
0	40	1305	123.469278609
0	41	901	119.366310367
0	42	1513	118.877546132
0	43	1471	113.811055486
0	44	1676	112.584008529
0	45	1228	110.649559789
0	46	1345	105.870922431
0	47	1709	103.359993057
0	48	1198	100.474515604
0	49	1268	100.146311631
0	50	1349	95.5498010781
0	51	817	94.872634183
0	52	803	94.0590725379
0	53	1128	89.1975398359
0	54	1307	85.2880202838
0	55	1197	84.5559620221
0	56	1199	82.3310568298
0	57	1284	81.3429615977
0	58	1256	78.8123568337
0	59	484	77.2604294556
0	60	1438	77.1010322141
0	61	2204	76.0956530891
0	62	956	74.0945134815
0	63	1406	72.0380942179
0	64	1724	70.6193464236
0	65	2327	69.916186173
0	66	1500	69.6802655867
0	67	1707	67.9207374857
0	68	1216	67.6267865233
0	69	1736	67.0966510304
0	70	1523	66.305708758
0	71	1488	65.9435229444
0	72	1538	65.8433614224
0	73	557	64.6341934998
0	74	1780	64.2585112785
0	75	1529	63.4697586077
0	76	1217	63.2091087458
0	77	1079	62.0414512368
0	78	1794	61.7915683139
0	79	550	60.1569594253
0	80	1477	60.0002840418
0	81	1783	59.9367066467
0	82	2612	57.142259611
0	83	837	55.9246354116
0	84	551	54.3202654198
0	85	1215	54.1818054311
0	86	1857	53.7713722583
0	87	1770	53.6971597207
0	88	1556	53.4031233597
0	89	1931	52.8529954874
0	90	800	52.4836734644
0	91	963	52.1603884606
0	92	2609	52.1585698061
0	93	821	52.0849066644
0	94	549	51.9655098882
0	95	1470	51.9178357517
0	96	814	50.7409463764
0	97	2106	49.3394174318
0	98	1013	49.3063841381
0	99	1407	48.899240819
0	100	2596	48.5044472299
0	101	1858	48.1559309982
0	102	861	48.0678946437
0	103	1344	45.5615808023
0	104	1201	45.5309452198
0	105	2615	44.4771540179
0	106	1267	44.1018385969
0	107	1300	43.8961754941
0	108	924	43.2629068645
0	109	1482	43.1154503709
0	110	1083	42.996704763
0	111	42	42.8426857635
0	112	1805	42.7784610861
0	113	1212	42.4683857856
0	114	280	42.3142260242
0	115	1050	41.9410884272
0	116	1714	41.7798342627
0	117	2611	41.6080538543
0	118	823	41.5438629186
0	119	874	40.6071621737
0	120	1206	40.5682591727
0	121	1007	40.4980180084
0	122	925	40.2465623705
0	123	2595	40.1834789187
0	124	2593	39.9142890734
0	125	916	39.8662924689
0	126	1081	39.8567073942
0	127	1001	39.8068446764
0	128	1418	39.5940335204
0	129	1899	39.5370830908
0	130	1008	39.4907866024
0	131	1000	39.4484236766
0	132	1006	39.2646669557
0	133	1003	39.1176618481
0	134	997	39.0842528367
0	135	873	39.049280519
0	136	875	39.0467330357
0	137	870	38.948817549
0	138	867	38.9156962009
0	139	869	38.5533079739
0	140	1564	38.2134853184
0	141	44	38.1138309381
0	142	1002	37.997005456
0	143	872	37.8957096045
0	144	1569	37.844184568
0	145	2239	37.7580724419
0	146	836	37.4575211372
0	147	915	37.2155145982
0	148	1489	36.9667365628
0	149	1260	36.8778667375
0	150	806	36.6314225248
0	151	993	36.565566542
0	152	2102	36.3624293846
0	153	848	36.0549960233
0	154	2597	36.0468816678
0	155	835	35.9862627299
0	156	1399	35.4827071989
0	157	766	35.3720158385
0	158	1871	35.0945612257
0	159	1442	35.028115171
0	160	1563	34.9141012363
0	161	1412	34.8877909057
0	162	996	34.3579387466
0	163	29	34.2917353985
0	164	1701	34.1603073296
0	165	1472	34.0191698898
0	166	866	33.94291592
0	167	833	33.820968322
0	168	913	33.4755196904
0	169	909	33.4126701799
0	170	911	33.391772754
0	171	2546	33.3709014517
0	172	917	33.3604755816
0	173	908	33.3552650891
0	174	2616	32.8347439523
0	175	1082	32.6016529692
0	176	2013	32.1888840681
0	177	1433	32.0580860098
0	178	1579	32.031230202
0	179	1512	31.9838447637
0	180	876	31.6684972639
